设备,IMEI,时间,东西,经度,南北,纬度,速度,航向,高度,温度,电压,运动量,卫星,HDOP,VDOP,精度,有效性
H52M·G40·N040·190528_210727丢失,032011114,2020-06-26 04:00:42,东经,118.9311100,北纬,37.9395800,0,94,12,33.7,3.923,0,5,2.2,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-26 02:00:46,东经,118.9311800,北纬,37.9395000,0,204,5,33.52,3.951,0,7,1.2,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-26 00:00:52,东经,118.9312600,北纬,37.9395800,0,19,4,33.71,3.988,0,4,2.9,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-25 22:00:52,东经,118.9312700,北纬,37.9395900,0,320,15,34.05,4.025,0,7,1,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-25 20:01:23,东经,118.9508500,北纬,37.9284300,0,311,0,38.95,4.046,0,6,1.2,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-25 18:01:00,东经,118.9464600,北纬,37.9296200,2,221,2,36.97,4.047,0,6,1.7,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-25 16:00:32,东经,118.9387400,北纬,37.9345100,3.4,163,3,40.83,3.982,0,4,4.4,0.9,C,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-25 14:00:43,东经,118.9311800,北纬,37.9395900,0,34,0,38.83,3.899,0,6,1.8,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-25 12:00:28,东经,118.9412200,北纬,37.9224500,0,98,40,34.92,3.858,0,4,2.9,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-25 10:01:09,东经,118.9354500,北纬,37.9404300,0,156,12,35.28,3.862,0,5,1.3,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-25 08:00:47,东经,118.9312700,北纬,37.9396700,0,269,18,34.4,3.859,0,4,1.7,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-25 06:00:42,东经,118.9310600,北纬,37.9397100,0,155,15,32.52,3.869,0,7,1.3,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-25 04:01:09,东经,118.9310900,北纬,37.9396600,0,341,16,33.96,3.914,0,6,1.5,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-25 02:00:52,东经,118.9311800,北纬,37.9395500,3.5,322,0,33.77,3.931,0,6,1.8,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-25 00:00:52,东经,118.9312100,北纬,37.9395300,0,176,26,34.14,3.953,0,10,1.3,2.7,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-24 22:00:43,东经,118.9313700,北纬,37.9394800,0,68,81,33.64,3.985,0,7,0.9,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-24 20:00:43,东经,118.9311600,北纬,37.9396300,1.9,250,3,38.68,4.022,0,5,1.5,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-24 18:00:42,东经,118.9310000,北纬,37.9395500,1.8,289,21,36.66,3.945,0,7,1.6,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-24 16:01:07,东经,118.9311300,北纬,37.9395800,5,197,7,39.69,3.921,0,4,2.4,0.8,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-24 14:00:52,东经,118.9414800,北纬,37.9224000,0,323,16,30.55,3.861,0,4,1.3,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-24 12:00:43,东经,118.9309600,北纬,37.9397600,4,291,4,40.29,3.842,0,5,2.3,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-24 10:00:42,东经,118.9311900,北纬,37.9395400,0,138,8,34.68,3.799,0,11,0.7,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-24 08:00:42,东经,118.9312100,北纬,37.9396600,0,188,11,32.14,3.803,0,8,1.1,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-24 06:00:52,东经,118.9326900,北纬,37.9435900,0,217,6,35.01,3.812,0,6,1.3,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-24 04:01:15,东经,118.9324300,北纬,37.9437900,2.6,117,9,33.88,3.827,0,5,2.9,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-24 02:00:30,东经,118.9324100,北纬,37.9436600,0,48,3,33.58,3.839,0,3,2.7,1,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-24 00:00:43,东经,118.9311600,北纬,37.9395600,0,52,7,32.78,3.854,0,9,1.1,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-23 22:01:09,东经,118.9313200,北纬,37.9417600,0,359,25,31.12,3.884,0,4,1.3,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-23 20:01:53,东经,118.9305200,北纬,37.9405100,1.6,104,9,33.21,3.916,0,4,2.8,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-23 18:01:08,东经,118.9436400,北纬,37.9326600,0,230,8,31.16,3.945,0,6,1.2,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-23 16:00:26,东经,118.9328800,北纬,37.9398600,0,279,22,34.75,3.951,0,4,4.6,0.9,C,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-23 14:00:42,东经,118.9311400,北纬,37.9395900,0,254,8,35.29,3.951,0,9,0.9,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-23 12:00:53,东经,118.9311000,北纬,37.9395000,0,168,21,33.32,3.948,0,6,1.1,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-23 10:00:25,东经,118.9311200,北纬,37.9396500,1.5,335,14,34.28,3.936,0,5,1.7,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-23 08:01:06,东经,118.9311100,北纬,37.9396000,0,35,5,33.16,3.946,0,8,0.9,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-23 06:00:43,东经,118.9311400,北纬,37.9395600,0,343,10,32.66,3.978,0,10,0.8,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-23 04:00:27,东经,118.9326200,北纬,37.9399600,0,64,3,35.67,4.012,0,4,1.9,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-23 02:01:08,东经,118.9311400,北纬,37.9396400,0,319,0,33.03,4.046,0,8,1.1,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-23 00:00:52,东经,118.9310800,北纬,37.9394500,0,311,52,34.05,4.072,0,5,1.5,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-22 20:00:43,东经,118.9310200,北纬,37.9396200,2.4,289,6,35.76,4.151,0,6,1.8,0.8,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-22 18:01:13,东经,118.9478400,北纬,37.9290400,0,202,12,39.86,4.174,0,5,1.6,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-22 16:00:53,东经,118.9312100,北纬,37.9395100,3.6,77,16,43.6,4.486,0,4,1.4,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-22 14:00:21,东经,118.9549400,北纬,37.9327200,0,239,3,40.51,4.083,0,6,1.4,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-22 12:01:36,东经,118.9474600,北纬,37.9324000,0,19,10,38.83,4.083,0,8,1,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-22 10:00:42,东经,118.9311700,北纬,37.9395600,0,317,29,37.91,4.047,0,4,1.4,1,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-22 08:00:47,东经,118.9311400,北纬,37.9397000,1.5,342,18,34.17,4.001,0,6,2.2,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-22 06:00:42,东经,118.9311700,北纬,37.9395600,0,3,2,32.74,4.03,0,6,1.4,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-22 04:00:44,东经,118.9435200,北纬,37.9324300,3.4,234,7,34.81,4.045,0,5,3.2,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-22 02:00:44,东经,118.9432200,北纬,37.9327000,0,215,26,35.33,4.069,0,5,1.5,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-22 00:00:53,东经,118.9309800,北纬,37.9394700,0,310,53,33.98,4.097,0,4,1.9,1,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-21 22:00:25,东经,118.9308100,北纬,37.9394900,0,275,7,34.8,4.121,0,4,2.8,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-21 20:01:08,东经,118.9311600,北纬,37.9395600,0,307,4,38.04,4.158,0,6,1.6,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-21 18:01:13,东经,118.9466200,北纬,37.9323000,2,263,11,39.18,4.122,0,4,2.3,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-21 16:00:52,东经,118.9310900,北纬,37.9396000,0,190,28,42.65,4.107,0,7,1.3,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-21 14:01:37,东经,118.9311400,北纬,37.9396100,0,289,20,40.9,4.11,0,6,1,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-21 12:00:51,东经,118.9391900,北纬,37.9346800,1.6,289,9,39.59,4.068,0,6,1.2,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-21 10:00:39,东经,118.9312100,北纬,37.9395400,2.4,153,36,40.31,4.046,0,5,1.8,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-21 08:00:42,东经,118.9311800,北纬,37.9396000,0,281,0,35,4.01,0,10,1,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-21 06:00:43,东经,118.9311300,北纬,37.9395500,0,346,10,34.36,4.029,0,8,1,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-21 04:00:27,东经,118.9432400,北纬,37.9324600,0,4,7,36.22,4.041,0,5,1,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-21 02:01:09,东经,118.9311500,北纬,37.9396200,0,170,10,35.83,4.072,0,7,1.2,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-21 00:00:26,东经,118.9313000,北纬,37.9395100,0,121,10,34.96,4.104,0,4,1.7,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-20 22:00:42,东经,118.9311600,北纬,37.9395600,0,204,0,33.88,4.131,0,8,1.1,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-20 20:00:43,东经,118.9311400,北纬,37.9395900,2.7,286,9,38.53,4.156,0,6,1.4,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-20 16:00:42,东经,118.9310400,北纬,37.9397200,0,197,17,44.98,4.138,0,7,1.3,2.1,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-20 14:01:08,东经,118.9311800,北纬,37.9396500,0,119,6,41.38,4.122,0,9,0.9,1.5,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-20 12:01:43,东经,118.9311400,北纬,37.9395400,0,17,12,42.73,4.13,0,6,1.3,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-20 10:00:29,东经,118.9309800,北纬,37.9397000,0,313,4,44.05,4.059,0,4,1.9,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-20 08:00:42,东经,118.9311200,北纬,37.9395300,0,204,9,35.61,4.014,0,8,0.9,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-20 06:00:44,东经,118.9311800,北纬,37.9394600,0,32,18,34.52,4.026,0,10,0.9,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-20 04:00:42,东经,118.9391000,北纬,37.9363900,0,264,3,35.6,4.052,0,5,1.7,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-20 02:00:53,东经,118.9393100,北纬,37.9364800,0,228,8,34.85,4.079,0,4,1.7,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-20 00:00:52,东经,118.9312100,北纬,37.9396000,3.7,255,3,34.57,4.107,0,4,1.9,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-19 22:00:42,东经,118.9311900,北纬,37.9395900,0,98,1,34.6,4.136,0,7,1,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-19 20:00:44,东经,118.9311200,北纬,37.9395700,1.5,241,8,37.99,4.167,0,6,1,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-19 18:00:52,东经,118.9306800,北纬,37.9396700,0,278,30,47.07,4.122,0,6,2,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-19 12:01:12,东经,118.9391600,北纬,37.9370400,0,346,0,41.23,3.956,0,6,1.3,2.1,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-19 10:00:32,东经,118.9310600,北纬,37.9396400,0,163,24,41.54,3.901,0,7,1.2,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-19 08:00:42,东经,118.9311300,北纬,37.9395900,0,288,13,35.02,3.828,0,8,0.9,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-19 06:00:42,东经,118.9311400,北纬,37.9395100,0,12,28,33.78,3.832,0,8,1,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-19 04:00:39,东经,118.9391300,北纬,37.9367900,0,179,6,36.22,3.843,0,6,1,0.7,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-19 02:00:43,东经,118.9393700,北纬,37.9367000,0,180,4,35.13,3.858,0,5,1.6,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-19 00:00:42,东经,118.9311900,北纬,37.9394200,0,262,2,34.16,3.875,0,6,1.4,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-18 22:01:14,东经,118.9311500,北纬,37.9395100,0,1,11,33.58,3.913,0,6,1.1,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-18 20:00:45,东经,118.9310800,北纬,37.9395700,0,232,0,36.07,3.934,0,6,1.5,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-18 16:00:56,东经,118.9310800,北纬,37.9397000,4,178,22,35.61,3.96,0,6,5.6,0.9,C,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-18 14:00:42,东经,118.9312100,北纬,37.9395600,0,176,7,37.63,3.873,0,9,1.2,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-18 12:00:42,东经,118.9386500,北纬,37.9253700,0,118,1,31.96,3.87,0,8,1.1,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-18 10:00:33,东经,118.9311600,北纬,37.9395900,0,28,2,34.53,3.836,0,5,2.1,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-18 08:00:42,东经,118.9312100,北纬,37.9396000,0,354,6,31.98,3.826,0,10,0.8,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-18 06:01:18,东经,118.9313400,北纬,37.9390000,0,337,92,33.58,3.843,0,5,3.9,0.8,C,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-18 04:00:40,东经,118.9395100,北纬,37.9347400,0,155,5,34.94,3.856,0,5,1.3,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-18 02:01:38,东经,118.9396700,北纬,37.9344200,0,193,4,35.55,3.894,0,5,1.4,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-18 00:00:53,东经,118.9394100,北纬,37.9345000,0,150,3,34.64,3.915,0,5,1.9,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-17 22:00:43,东经,118.9310300,北纬,37.9394300,0,7,91,32.91,3.931,0,5,1.2,1,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-17 20:00:45,东经,118.9311900,北纬,37.9395600,2.4,205,3,35.59,3.952,0,5,1.3,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-17 16:00:52,东经,118.9414800,北纬,37.9223600,1.7,34,6,34.06,3.999,0,6,1,1.3,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-17 14:01:31,东经,118.9310800,北纬,37.9395800,2.9,336,19,40.07,4.02,0,7,1,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-17 12:00:26,东经,118.9415400,北纬,37.9226400,3.7,322,46,41.12,3.978,0,5,1.4,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-17 10:00:42,东经,118.9311800,北纬,37.9396400,3.4,177,5,39.26,3.912,0,9,1.3,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-17 08:00:42,东经,118.9312300,北纬,37.9395500,0,182,17,35.33,3.886,0,9,0.8,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-17 06:00:42,东经,118.9414600,北纬,37.9219600,0,250,15,32.56,3.909,0,7,1.4,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-17 04:00:42,东经,118.9396700,北纬,37.9344700,2,186,7,37.1,3.926,0,8,0.9,0.7,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-17 02:00:43,东经,118.9394800,北纬,37.9344100,0,140,1,35.89,3.945,0,7,1.3,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-17 00:01:08,东经,118.9395500,北纬,37.9344900,0,92,7,36.04,3.985,0,3,2.9,1,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-16 22:00:43,东经,118.9310900,北纬,37.9395100,0,144,13,35.49,4.02,0,6,1.6,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-16 20:01:16,东经,118.9310600,北纬,37.9395300,0,259,9,38.35,4.051,0,5,1.4,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-16 16:00:42,东经,118.9311900,北纬,37.9396000,4,150,21,41.7,4.041,0,8,1.4,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-16 14:00:42,东经,118.9311600,北纬,37.9396100,0,357,4,45.46,4.02,0,7,1.1,2,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-16 12:01:12,东经,118.9298000,北纬,37.9399600,0,283,282,42.72,4,0,5,1.4,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-16 10:01:23,东经,118.9312100,北纬,37.9395600,0,81,11,41.01,4,0,5,1.3,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-16 08:00:52,东经,118.9312100,北纬,37.9396100,1.7,266,3,36.4,3.935,0,6,1.2,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-16 06:00:42,东经,118.9311400,北纬,37.9395400,0,222,21,34.64,3.95,0,6,1,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-16 04:00:26,东经,118.9391000,北纬,37.9343800,0,36,18,34.9,3.977,0,4,1.1,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-16 02:00:25,东经,118.9392200,北纬,37.9343000,2.6,338,2,34.75,4.01,0,5,1.5,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-16 00:01:08,东经,118.9387500,北纬,37.9347800,0,2,4,35.69,4.04,0,6,1.3,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-15 22:00:52,东经,118.9312800,北纬,37.9396100,0,22,12,35.09,4.066,0,6,1.2,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-15 20:01:08,东经,118.9311600,北纬,37.9395700,4.2,312,19,37.67,4.098,0,6,1.4,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-15 18:00:52,东经,118.9310800,北纬,37.9395700,0,227,3,42.76,4.107,0,4,4.7,0.9,C,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-15 14:00:42,东经,118.9311700,北纬,37.9395600,0,89,11,42.44,4.128,0,6,1.3,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-15 12:00:56,东经,118.9312300,北纬,37.9400100,3,263,112,43.06,4.11,0,5,1.3,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-15 10:00:44,东经,118.9311400,北纬,37.9396800,3.4,321,28,40.73,4.039,0,6,1.4,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-15 08:01:36,东经,118.9311300,北纬,37.9396800,0,167,29,36.63,4.006,0,5,2.4,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-15 06:00:41,东经,118.9461100,北纬,37.9336000,0,293,147,36.28,4.024,0,3,2.3,1,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-15 04:00:42,东经,118.9453200,北纬,37.9335500,0,127,10,35.9,4.047,0,7,1.3,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-15 02:00:54,东经,118.9453800,北纬,37.9336400,3.5,201,1,35.61,4.072,0,6,1.3,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-15 00:01:43,东经,118.9358100,北纬,37.9399000,0,352,3,34.59,4.111,0,6,1.1,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-14 22:00:43,东经,118.9311300,北纬,37.9395000,0,321,20,33.51,4.138,0,6,1.1,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-14 20:01:30,东经,118.9311400,北纬,37.9395400,0,249,24,37.8,4.166,0,5,1.3,3.1,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-14 16:01:13,东经,118.9713800,北纬,37.9388000,0,168,1101,43.35,4.509,0,6,2.2,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-14 14:00:52,东经,118.9454700,北纬,37.9333600,2.1,318,11,41.34,4.172,0,6,1.5,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-14 12:00:25,东经,118.9310100,北纬,37.9395100,3.7,253,24,40.58,4.153,0,5,1.4,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-14 10:00:42,东经,118.9311400,北纬,37.9396000,0,121,8,37.89,4.083,0,7,1.2,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-14 08:00:42,东经,118.9311500,北纬,37.9395800,0,66,3,33.41,4.034,0,8,1,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-14 04:00:26,东经,118.9390200,北纬,37.9350700,1.9,186,3,37.28,4.063,0,5,1.1,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-14 02:00:43,东经,118.9389900,北纬,37.9345400,0,253,1,36.58,4.086,0,10,0.9,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-14 00:00:54,东经,118.9436500,北纬,37.9335300,3,77,56,36.3,4.111,0,5,1.7,1,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-13 22:00:43,东经,118.9311600,北纬,37.9395800,2.2,220,17,34.22,4.148,0,4,5.2,0.9,C,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-13 20:00:42,东经,118.9310800,北纬,37.9395100,0,210,1,37.79,4.173,0,6,1.2,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-13 18:00:42,东经,118.9311500,北纬,37.9395400,0,129,9,41.12,4.17,0,9,1.4,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-13 16:00:43,东经,118.9311500,北纬,37.9396600,0,106,17,39.32,4.469,0,6,2.4,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-13 14:00:42,东经,118.9311700,北纬,37.9395100,2.5,354,1,41.32,4.117,0,8,1.2,2.4,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-13 12:00:37,东经,118.9416300,北纬,37.9222500,0,292,2,37.66,4.118,0,6,1.3,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-13 10:00:42,东经,118.9311400,北纬,37.9396900,0,217,12,40.32,4.063,0,7,1.3,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-13 06:00:28,东经,118.9391600,北纬,37.9371800,0,261,12,35.54,4.033,0,4,2.1,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-13 04:00:42,东经,118.9391800,北纬,37.9369300,0,153,19,34.53,4.05,0,8,1.1,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-13 02:00:43,东经,118.9392700,北纬,37.9367100,0,151,2,34.84,4.085,0,6,1.2,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-13 00:00:42,东经,118.9390900,北纬,37.9366500,0,71,21,35.93,4.108,0,5,1.3,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-12 22:00:42,东经,118.9311100,北纬,37.9395700,0,298,7,34.72,4.133,0,7,1.2,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-12 20:00:52,东经,118.9310900,北纬,37.9394800,2.4,225,19,36.43,4.161,0,6,1.2,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-12 16:00:52,东经,118.9311900,北纬,37.9396600,0,332,5,42.32,4.118,0,5,1.4,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-12 14:00:42,东经,118.9311200,北纬,37.9396100,2.3,302,12,41.53,4.121,0,5,2.1,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-12 12:00:53,东经,118.9312100,北纬,37.9395000,2.2,293,2,42.1,4.071,0,4,2.1,1,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-12 10:00:43,东经,118.9311100,北纬,37.9395800,0,323,14,38.97,4.024,0,8,1.3,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-12 08:00:53,东经,118.9312400,北纬,37.9395000,2,169,84,35.15,3.979,0,4,2.2,0.9,B,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-12 06:00:53,东经,118.9415700,北纬,37.9214900,0,41,33,31.44,4.027,0,5,1.6,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-12 04:01:08,东经,118.9435700,北纬,37.9334600,0,58,16,33.3,4.045,0,4,1.6,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-12 02:00:44,东经,118.9435000,北纬,37.9334200,0,274,16,33.29,4.068,0,6,1.3,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-12 00:00:36,东经,118.9431800,北纬,37.9333400,0,86,3,33.86,4.091,0,5,1.2,0.9,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-11 22:00:43,东经,118.9311600,北纬,37.9395500,0,329,2,32.67,4.118,0,9,1,0.8,A,可用
H52M·G40·N040·190528_210727丢失,032011114,2020-06-11 20:00:33,东经,118.9311400,北纬,37.9395700,0,301,18,35.25,4.154,0,5,1.2,0.9,A,可用
